0.000000000000000000e+00,1.570796326794896558e+00,0.000000000000000000e+00,4.264712027248145770e-02,0.000000000000000000e+00,-3.555497485700249150e-01
-1.131671136269968062e-18,1.507964473723100385e+00,1.062709932987004952e-18,5.151097826572751531e-02,-1.730362009828946801e-18,-3.519224306645689082e-01
-9.283225666813744599e-06,1.447645894757503049e+00,8.204863878556647650e-06,-4.314446135628123291e-01,1.083637253225684582e-05,-3.194247204246394162e-02
-8.786087826869000883e-06,1.389740058967025460e+00,8.003587169713410380e-06,-4.135572467024734578e-01,1.044622866517450080e-05,-3.191553196369691092e-02
-8.394884917166231173e-06,1.334150456608303781e+00,7.724627175404335963e-06,-3.965191955828139547e-01,1.002812217807961554e-05,-3.173166035588369238e-02
-8.040550317828300625e-06,1.280784438343953058e+00,7.435851001975554799e-06,-3.802172617982836345e-01,9.598312456035713815e-06,-3.140637584216842554e-02
-7.708736954898584638e-06,1.229553060810182119e+00,7.150465708088660731e-06,-3.645785638675428375e-01,9.154305275685012841e-06,-3.095860649049295144e-02
-7.394295293910857147e-06,1.180370938377765189e+00,6.872536254457835986e-06,-3.495550424139190482e-01,8.687655605946453921e-06,-3.041167455166031777e-02
-7.094726752181760221e-06,1.133156100842645397e+00,6.603528211562141377e-06,-3.351157323718415015e-01,8.185862479691939308e-06,-2.979130185139792705e-02
-6.808542009095645625e-06,1.087829856808930629e+00,6.343946004189103450e-06,-3.212411466883889344e-01,7.632672985473015745e-06,-2.912274416757802339e-02
-6.534712305382165535e-06,1.044316662536564078e+00,6.093878555589238930e-06,-3.079184509220740384e-01,7.007558246729659579e-06,-2.842839940809040178e-02
-6.272449153356940715e-06,1.002543996035093032e+00,5.853216848043845231e-06,-2.951375144810222673e-01,6.284541117713161614e-06,-2.772651892070299856e-02
-6.021103611728585885e-06,9.624422361936801895e-01,5.621752193266334917e-06,-2.828881489257886739e-01,5.430479520780605413e-06,-2.703102837041738635e-02
-5.780115442858853128e-06,9.239445467459247441e-01,5.399224851094658847e-06,-2.711586045558176949e-01,4.402726160751026241e-06,-2.635211252673845886e-02
-5.548985333245059117e-06,8.869867648760789702e-01,5.185349780929551622e-06,-2.599351146899708809e-01,3.145791061698294059e-06,-2.569715193971287143e-02
