5.865209032396907496e-01,1.490043963267615679e+00,-5.865209032396907496e-01,-3.188411271369739897e-02,-3.165342155949550373e-01,-3.822368254171497615e-01
5.795827885986345462e-01,1.449696507514401267e+00,-5.619622319217028039e-01,-1.988113554828143184e-02,-3.084294231700969724e-01,-3.789631203775363777e-01
5.651995479240019549e-01,1.403038925639356282e+00,-5.661059769100513783e-01,-4.881096723580703456e-01,-1.918710858276978237e-01,-6.780144304976531977e-02
5.534871817728631571e-01,1.359615635288109470e+00,-5.534658898675879346e-01,-4.728720706528161122e-01,-1.920006298345921236e-01,-6.475170500977202315e-02
5.417342876989887923e-01,1.317596975211810850e+00,-5.409018222235724149e-01,-4.580173383724243652e-01,-1.916022327128836522e-01,-6.163357403391005185e-02
5.302479423966588445e-01,1.276884582166218030e+00,-5.285144365446000636e-01,-4.435954597640947572e-01,-1.909856672774280506e-01,-5.849793579610286509e-02
5.190561428649387299e-01,1.237432801256368675e+00,-5.163122451193894458e-01,-4.296029320588535261e-01,-1.902164906723775029e-01,-5.536464329730398509e-02
5.081514813139902387e-01,1.199203236962050667e+00,-5.042946498262415034e-01,-4.160295071424242042e-01,-1.893227225697652061e-01,-5.224795512926520141e-02
4.975197438575481579e-01,1.162159589795806136e+00,-4.924604457806159297e-01,-4.028643390874118158e-01,-1.883209213709664542e-01,-4.916010935631402040e-02
4.871457971283077448e-01,1.126266664007907758e+00,-4.808089657438358033e-01,-3.900974335560704054e-01,-1.872226649056495662e-01,-4.611214083316560880e-02
4.770149702285567672e-01,1.091490165947932578e+00,-4.693400030975318771e-01,-3.777199209306408845e-01,-1.860368631180576160e-01,-4.311401416270172621e-02
4.671132896915788923e-01,1.057796682944614597e+00,-4.580535618176035939e-01,-3.657238870929255814e-01,-1.847708127695978919e-01,-4.017457189579731053e-02
4.574274220814273928e-01,1.025153694603422316e+00,-4.469496551000301521e-01,-3.541020308706592234e-01,-1.834307643936973486e-01,-3.730147525457492425e-02
4.479445732867886609e-01,9.935295784270236075e-01,-4.360281851313911883e-01,-3.428472955605202377e-01,-1.820222579531449725e-01,-3.450120359392851860e-02
4.386524084373465415e-01,9.628936038859819968e-01,-4.252888865700272247e-01,-3.319525619508348901e-01,-1.805503321079620915e-01,-3.177912692311801734e-02
4.295389942116407678e-01,9.332159185539938839e-01,-4.147313071189399070e-01,-3.214104446546053317e-01,-1.790196597789612820e-01,-2.913964066945600589e-02
4.205927475412125083e-01,9.044675314378407549e-01,-4.043548030550077610e-01,-3.112131985809095114e-01,-1.774346411887889885e-01,-2.658634262084601935e-02
4.118023739702950103e-01,8.766202974403798365e-01,-3.941585354691899412e-01,-3.013527200705977682e-01,-1.757994745256253599e-01,-2.412223230410591793e-02
4.031567833273612123e-01,8.496469052279206347e-01,-3.841414598900749211e-01,-2.918206172389001818e-01,-1.741182176201994947e-01,-2.174991825294763162e-02
3.946449745284059674e-01,8.235208695236063692e-01,-3.743023064516631249e-01,-2.826083234134975086e-01,-1.723948496795743579e-01,-1.947182542104075251e-02
3.862558832319004098e-01,7.982165282330611067e-01,-3.646395498697696524e-01,-2.737072323418029973e-01,-1.706333395400633501e-01,-1.729040151710042189e-02
3.779781853398124225e-01,7.737090447432287688e-01,-3.551513688382320066e-01,-2.651088407240548284e-01,-1.688377257385845487e-01,-1.520832651718829857e-02
3.698000462727902282e-01,7.499744160505381618e-01,-3.458355937320892748e-01,-2.568048904181449710e-01,-1.670122136678299785e-01,-1.322873398364006643e-02
3.617088009604205179e-01,7.269894879107590135e-01,-3.366896402489248930e-01,-2.487875082453126774e-01,-1.651612958982220658e-01,-1.135545629199925105e-02
3.537612232034496595e-01,7.047212891571202897e-01,-3.277370070320437812e-01,-2.410468033517959574e-01,-1.633254831187275491e-01,-9.572505733956956225e-03
3.459984272876772127e-01,6.831405959365877134e-01,-3.189927046272497679e-01,-2.335742733877930466e-01,-1.615389998321433984e-01,-7.868578506032494757e-03
